Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y
d05_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,4453,1696,885,64,1562.984375,318.609375,4036,1638,484,3766,1708,936,4356,1700.748852,892.6166208,2045,1671.065037,772.7070905,372255,1454.768651,805.2827685,1955,1609.920205,390.7258312,4354,1700.774231,892.7675701
d05_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,2104,1363,448,59,1659.983051,349.5423729,2905,1429,339,3565,1410,373,2104,1363.40827,447.5327947,1461,1654.886379,380.4161533,287688,1451.907779,269.9476516,1995,1375.193985,425.5874687,3039,1404.476802,383.2681803
d05_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,2557,1549,917,76,1655.434211,367.9342105,4792,1456,908,6992,1581,796,2557,1550.040673,916.8885413,2256,1531.962766,783.7220745,374271,1870.725151,877.0123574,4826,1643.250104,352.8760879,2711,1665.372556,433.7303578
d05_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,5394,1624,772,84,1616.47619,319.4047619,6767,1627,518,5923,1630,490,5394,1612.143122,771.73934,3138,1669.897068,449.6982154,386478,1816.491187,277.3161784,3158,1610.127929,200.0547815,6519,1611.936493,679.2155239
d05_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,3357,1588,876,78,1691.371795,242.2948718,4327,1584,831,5187,1594,754,3357,1593.241287,875.5677688,2422,1547.030553,723.3406276,377802,1876.404151,876.3712738,2446,2014.508177,607.6439084,3357,1593.241287,875.5677688
d05_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,3474,1647,839,65,1754.569231,257.2769231,4769,1682,595,4672,1670,623,3474,1644.058434,839.4689119,2327,1724.693167,775.6549205,328725,1922.045062,882.0561077,2314,1835.647796,673.9611063,3474,1644.058434,839.4689119
d05_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,2783,1609,912,61,1594.508197,245.7704918,4057,1654,515,3603,1654,500,2783,1611.751707,911.7678764,1577,1875.195308,539.4679772,357372,1450.116727,816.6855601,1642,1646.80268,742.4725944,2902,1644.743625,420.6740179
d05_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,3386,1666,683,69,1502.405797,364.9565217,3953,1711,829,4110,1709,823,3015,1651.624876,648.6480929,2436,1662.542693,506.3965517,384792,1456.352533,756.4499314,2755,1651.224319,425.5092559,3852,1760.981828,569.4192627
d05_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,4279,1627,983,73,1652.876712,294.3424658,4319,1643,1014,5265,1617,949,4279,1634.462024,979.8499649,2260,1587.442478,825.0106195,368798,1459.118631,824.2868806,2937,1644.83078,300.9230507,4279,1634.462024,979.8499649
d05_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,2402,1781,451,59,1850.694915,328.2881356,5654,1774,382,6361,1778,444,2402,1781.380516,451.407577,3515,1829.221906,439.7357041,391994,1632.678345,268.8288545,4819,1799.043162,271.5932766,3225,1777.063876,388.2905426
d05_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,2353,1517,1156,74,1435.945946,436.6891892,2917,1445,527,3302,1446,561,2353,1517.050999,1155.832979,2265,1516.715232,1163.133775,351810,1455.61998,847.0577499,2348,1517.038756,1156.255111,2353,1517.050999,1155.832979
d05_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,2224,1835,531,66,1447.545455,301.7121212,4958,1504,823,7294,1509,718,2224,1831.534622,532.381295,2224,1831.534622,532.381295,351924,1458.101397,767.0299639,3201,1444.729147,335.4823493,3405,1774.88047,445.0992658
d05_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,2332,1662,692,74,1616.094595,233.7297297,2912,1637,348,2849,1663,641,2332,1657.859348,689.5977702,1283,1646.123149,363.7989088,288062,1463.695885,272.3344905,1270,1646.202362,364.7622047,2332,1657.859348,689.5977702
d05_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,1058,1808,806,82,1486.04878,305.0121951,2006,1577,333,2006,1577,333,1058,1808.414934,806.452741,778,1606.250643,366.718509,322306,1459.115077,286.4707607,1168,1467.536815,289.3159247,1518,1572.483531,319.4756258
d05_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,938,1574,309,53,1574.018868,313.7169811,1141,1570,297,1141,1570,297,728,1574.092033,329.6428571,367,1574.643052,358.2479564,336449,1455.951981,292.5796272,446,1574.786996,351.9910314,728,1574.092033,329.6428571
d05_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,1575,1577,613,55,1569.818182,522.0181818,2670,1574,523,2823,1559,739,1575,1571.685714,613.1073016,1248,1550.619391,904.2604167,309107,1462.792331,283.1396021,1396,1546.25,370.7256447,1781,1549.674902,343.3694554
d05_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,4104,1354,676,58,1721.827586,444.1896552,6531,1344,754,8906,1361,674,4104,1347.332359,675.7599903,2718,1631.969463,913.7170714,398185,1073.051391,270.1403117,2957,1563.436253,233.6496449,5378,1375.779286,578.1230941
d05_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,3163,1310,828,71,1496.71831,266.4507042,4372,1433,397,3976,1434,378,3163,1311.548214,827.7594056,2354,1376.849618,374.1418862,528216,1090.365593,268.2523002,2078,1494.445621,272.172281,3163,1311.548214,827.7594056
d05_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,3850,1539,804,63,1597.52381,305,4740,1554,576,4874,1554,576,3850,1536.337403,804.4724675,2503,1628.245306,566.117459,393955,1455.057385,357.593748,2902,1586.399035,318.5413508,3850,1536.337403,804.4724675
d05_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,2544,1799,826,81,1571.259259,402.382716,4934,1818,949,5146,1813,930,2544,1794.032233,826.9508648,2520,1545.74881,426.1349206,357156,2039.222225,874.4522366,4017,1298.506348,365.21882,2513,1794.466375,828.4878631
d05_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,1332,1578,938,46,1674.847826,479.9130435,3033,1599,503,3129,1599,503,1332,1578.427928,937.8596096,1332,1578.427928,937.8596096,293287,1460.892014,275.2007181,1904,1579.522059,381.0745798,1332,1578.427928,937.8596096
d05_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,846,1789,812,93,1600.903226,401.6236559,2383,1540,554,1929,1563,505,846,1789.463357,811.8356974,1071,1572.538749,499.952381,322591,1459.559293,287.8453863,1243,1606.536605,373.3604183,846,1789.463357,811.8356974
d05_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,1393,1556,989,66,1778.863636,343.8939394,2606,1639,358,2606,1639,358,1393,1556.431443,988.6159368,1170,1791.687179,358.8290598,312446,1464.58493,281.5750146,1691,1773.782377,336.0928445,1471,1581.511897,309.9517335
d05_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,2373,1530,727,42,1658.52381,326.9047619,4329,1526,674,4326,1526,674,2373,1529.977665,727.0851243,1602,1524.300874,788.0181024,288824,1460.047873,276.6598655,1480,1695.083108,350.4182432,2373,1529.977665,727.0851243
d05_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,1482,1567,647,66,1572.909091,684.1060606,2925,1303,527,2767,1302,527,1482,1567.435223,647.2483131,1678,1372.220501,394.3837902,305283,1454.832519,280.9505377,2184,1378.759158,365.396978,2418,1385.762614,355.8573201
d05_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,2273,1588,510,63,1475.555556,299.9206349,2640,1585,449,2876,1567,796,2273,1585.721953,509.5622525,1153,1583.172593,413.7692975,293962,1459.009586,275.4597737,1896,1495.230485,277.6308017,2672,1583.258608,475.4809132
d05_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,3384,1447,582,65,1419.969231,269.1230769,3340,1472,408,4542,1430,625,3384,1427.321809,575.8528369,1649,1421.366889,385.9902971,248485,1453.114973,254.43498,1860,1370.337097,734.3709677,3922,1433.067823,533.6137175
d05_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,2098,1506,469,88,1447.715909,277.4204545,4607,1495,434,4610,1495,434,2098,1505.842707,469.1830315,2155,1543.884919,390.4900232,236165,1457.695332,245.8352169,2277,1496.581028,264.8770312,2497,1501.927513,438.649179
d05_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,1474,1477,376,51,1469.019608,201.745098,1673,1477,366,1673,1477,366,1474,1476.929444,376.3398915,679,1307.762887,776.6450663,324522,1453.851357,288.2836726,890,1469.082022,420.4730337,1961,1478.156553,338.6047935
d05_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,1314,1348,678,63,1327.095238,297.5079365,1362,1350,674,1362,1350,674,1314,1348.141553,678.0258752,504,1392.781746,333.75,334039,1453.690279,293.9112948,866,1390.418014,305.5635104,1314,1348.141553,678.0258752
d05_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,1194,1621,547,64,1459.390625,230.359375,2263,1644,610,2457,1641,599,1194,1622.070352,547.4137353,1184,1617.134291,529.3597973,302657,1460.903184,276.9932927,1615,1475.778328,225.301548,1259,1548.314535,274.5710882
d05_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,1752,1406,666,55,1556.909091,267.9454545,1720,1405,669,2319,1431,613,1752,1405.888699,666.234589,899,1435.509455,601.2502781,320686,1454.440973,287.6364325,879,1565.0876,257.403868,1752,1405.888699,666.234589
d05_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,3015,1239,718,68,1346.823529,258.3088235,3870,1219,813,4152,1222,797,3015,1248.869652,718.8912106,1716,1283.269231,691.8548951,224784,1397.975132,303.5999715,2185,1225.603204,779.4919908,2978,1247.635997,722.014775
d05_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,2733,2018,738,65,1607.261538,296.6,7047,1643,559,7203,1643,559,2733,2017.96341,738.4145628,3048,1683.972441,520.5577428,348409,1454.111237,772.0272266,3966,1631.020676,288.3703984,2733,2017.96341,738.4145628
d05_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,2164,1865,615,59,1496,678.9322034,3385,1513,518,3385,1513,518,2164,1865.376617,614.6742144,1703,1495.964768,390.7116853,275706,1464.248355,266.0145409,1398,1609.459943,205.2281831,1989,1511.564605,567.5741579
d05_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,2017,1419,841,61,1057.52459,821.9344262,3920,1399,894,3816,1398,901,2017,1419.858205,841.062469,1790,1063.997765,803.2206704,166030,1447.218768,220.9517557,2255,1551.516186,278.5587583,2017,1419.858205,841.062469
d05_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,2246,1371,852,67,1510.761194,327.3880597,1764,1349,889,2236,1371,852,1908,1387.803983,818.1383648,929,1429.037675,741.8449946,318850,1456.441992,866.4616779,1147,1420.836094,759.8090671,1908,1387.803983,818.1383648
d05_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,1948,1418,557,66,1423.181818,555.7121212,1749,1428,540,1948,1418,557,1948,1412.00154,554.5025667,715,1464.064336,461.3440559,323263,1451.376106,288.2759425,797,1502.242158,297.4240903,2947,1445.680353,466.3227011
d05_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,1097,1695,653,66,1699.939394,368.1363636,1097,1695,653,1097,1695,653,1097,1695.34093,653.0556062,508,1769.122047,461.2185039,335349,1462.170333,293.9530728,756,1706.874339,375.4497354,1339,1732.861837,410.8364451
d05_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,1479,1423,403,50,1593.98,460.94,2274,1598,399,2279,1598,399,1479,1422.741041,402.9614604,1063,1441.362183,376.2935089,305815,1457.551301,276.2859899,1671,1696.298025,317.6582885,1817,1440.823886,381.9620253
d05_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,2253,1573,819,61,1720.163934,522.852459,3407,1487,432,4497,1576,676,2253,1564.804261,820.6307146,1710,1399.882456,467.4935673,219527,1463.887016,240.6073786,3115,1632.637239,248.9640449,2242,1564.909456,819.8412132
d05_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,1483,1592,563,71,1603.140845,594.3661972,1701,1587,540,1701,1587,540,1483,1592.273769,562.9393122,759,1573.16996,507.7536232,325333,1456.424377,288.8592273,1483,1592.273769,562.9393122,1483,1592.273769,562.9393122
d05_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,3997,1684,641,54,1690.759259,840.4074074,3323,1683,432,3279,1684,701,2084,1685.168906,487.5431862,1283,1733.44661,376.4723305,278502,1468.103698,266.9892424,1678,1691.18534,830.3557807,2476,1687.84168,455.4232633
d05_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,2532,1688,404,55,1478.272727,147.6363636,4434,1694,418,4434,1694,418,2532,1687.733017,403.6176935,1558,1659.476893,300.6752246,258760,1466.318608,253.8361377,2820,1665.136525,307.8471631,1968,1699.794207,437.3714431
d05_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,949,1572,216,61,1355.57377,792.2295082,2823,1468,165,2823,1468,165,949,1571.731296,215.8271865,1752,1532.174658,203.0017123,245926,1323.500508,248.0370477,1752,1532.174658,203.0017123,1129,1227.620903,105.3985828
d05_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,1498,1409,667,51,1422.078431,643.5294118,2341,1768,480,2341,1768,480,1498,1405.899866,666.5654206,1072,1789.337687,570.4934701,313246,1461.477966,284.366118,1603,1587.968185,341.4990643,1498,1405.899866,666.5654206
d05_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,1651,1513,406,62,1562.645161,273.6935484,2019,1534,376,2107,1534,376,1651,1513.866747,406.399152,850,1486.811765,460.5694118,323326,1455.876672,286.8902532,893,1455.600224,670.3975364,2156,1529.160019,369.1618738
d05_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,1396,1475,718,95,1567.115789,300.1157895,1713,1595,341,1713,1595,341,1396,1474.473496,717.5551576,1004,1565.727092,346.5926295,320191,1455.919798,286.5225038,1306,1572.280245,274.9701378,1396,1474.473496,717.5551576
d09_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,5356,1753,968,64,1779.625,359.21875,8823,1662,777,13025,1807,1212,5356,1750.713779,967.664115,4836,1952.712779,1407.710298,324223,2023.384957,1484.755551,4436,1514.669297,294.7786294,5342,1750.734369,967.902471
d09_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,5862,1233,1144,60,1563.133333,355.0833333,9487,1825,1296,9487,1825,1296,5862,1233.747868,1143.579324,3761,1968.339006,1074.937517,354880,1454.801595,862.2670367,3643,1648.379083,329.0584683,4237,1245.702148,1015.927071
d09_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,8150,1451,1265,104,1668.067308,362.0096154,13364,1416,1148,11384,1577,909,8150,1440.801227,1259.829571,4950,1449.481818,1178.405657,515874,1696.65005,988.1847428,7703,1380.976892,1373.720628,8097,1439.371866,1263.395949
d09_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,4533,1643,858,58,1575.689655,698.6551724,11945,1643,814,15543,1921,1183,4533,1633.570704,859.3745864,6233,1719.805391,1195.233275,384775,1448.778257,347.730232,9971,1625.202989,408.2788085,6573,1398.726913,655.2210558
d09_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,3412,1621,860,56,1505.928571,1054.732143,7880,1634,729,10458,1587,1116,3412,1624.683177,860.2315358,4284,1565.087768,780.8370682,319070,1892.309054,875.1029931,5030,1511.811928,1096.320278,3412,1624.683177,860.2315358
d09_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,7537,1582,1239,59,1670.830508,954.779661,9903,1623,893,10219,1607,1363,7537,1592.301579,1235.381452,4716,1714.686175,813.3131891,458680,1813.300608,963.1533357,5010,1725.763473,688.4728543,8123,1597.338299,1188.069679
d09_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,9571,1464,1130,86,1412.05814,1320.44186,10418,1536,1006,12781,1432,1269,8539,1441.9603,1174.708748,4457,1514.532421,899.9028495,392289,1847.545858,884.6902284,6509,1370.394531,1552.382855,8482,1441.227187,1176.944471
d09_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,12808,1899,1107,62,1614.935484,340.2580645,9191,1756,868,9186,1899,1388,12808,1875.78654,1110.023891,4477,1798.776636,768.6028591,486129,1575.734924,513.8044367,6630,1636.695023,429.8683258,17079,1827.981498,941.7433105
d09_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,8534,1769,1281,55,1981.709091,1764.836364,7252,1938,1574,8005,1662,1022,8534,1778.151863,1276.954769,3165,1956.513744,1674.462243,401394,1496.087263,926.4783529,4945,1582.055814,290.2770475,8534,1778.151863,1276.954769
d09_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,6226,1764,781,54,1641.166667,281.4444444,9515,1784,642,8353,1774,611,6226,1763.805493,780.5107613,5218,1937.233806,1053.978727,433192,1520.655806,382.9322471,5414,1935.220724,1053.434429,5629,1898.717357,1334.716646
d09_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,4426,2173,1066,55,1513.890909,1430.345455,8006,2027,853,7296,1554,1347,4426,2174.281292,1065.692273,3223,1557.012721,1190.296928,356066,1455.944331,781.7070824,5774,1514.96796,338.0261517,4288,2181.663479,1075.300606
d09_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,5392,1240,995,60,1488.466667,255.7166667,9922,1533,702,9391,1532,686,5392,1228.602745,994.7663205,5114,1402.163864,642.1120454,388856,1042.549273,874.5082036,5284,1541.326457,277.4089705,5392,1228.602745,994.7663205
d09_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,7177,1626,1097,56,1429.321429,430.3035714,6824,1635,705,6636,1667,1277,7177,1665.920719,1097.097673,3110,1538.438264,593.0733119,381155,1476.160084,821.0879301,3599,1616.766046,311.7563212,7177,1665.920719,1097.097673
d09_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,5516,1963,1089,74,1573.662162,287.1486486,4264,2014,1223,4212,1894,850,5516,1962.414793,1088.742023,2632,1975.083967,946.4266717,383403,1619.792,878.5091327,3010,1573.306977,300.8036545,5516,1962.414793,1088.742023
d09_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,3355,1299,1223,65,853.1846154,829.1846154,3355,1299,1223,5142,1320,1168,3355,1296.652161,1221.690313,1756,1349.860478,1102.942483,328654,1452.331172,1453.5237,1787,848.7839955,837.5366536,3355,1296.652161,1221.690313
d09_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,5059,1609,1216,79,1532.886076,502.6582278,4216,1655,1324,6907,1544,1045,5059,1608.507808,1216.302827,2457,1674.370777,1418.416361,369292,1451.977024,1347.599084,1946,1685.814491,1458.027749,3728,1640.3978,1320.439378
d09_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,6727,2259,936,67,1606.567164,285.6716418,12536,1206,1273,16484,1557,1189,6727,2229.979932,951.1095585,5867,1522.945799,730.2067496,437855,1433.674406,427.1074808,8217,1637.349032,321.9292929,8197,2170.83311,851.1495669
d09_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,8513,1181,1210,67,1399.373134,271.641791,14271,1444,784,14536,1444,784,8513,1224.028545,1206.17021,4700,1267.267234,564.2210638,383817,879.1486359,886.845567,8233,1420.088425,315.8639621,11124,1515.461704,508.8945523
d09_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,4788,1642,1251,60,1564.25,1312.283333,9706,1505,891,9819,1505,891,4788,1672.462824,1243.674603,5130,1575.216569,1126.413645,410869,1833.853004,911.3168017,5114,1509.991201,320.9939382,4773,1672.336686,1244.827991
d09_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,6544,1981,1533,49,1833.938776,958.8367347,10364,1757,1564,13127,1895,1218,6544,1950.397311,1533.127903,4975,1748.883819,758.4651256,494462,1990.834782,1052.298793,7442,1483.630476,346.9333512,6544,1950.397311,1533.127903
d09_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,2743,1832,1459,52,1754.461538,1247.403846,7417,1607,900,7874,1613,920,2711,1650.030247,1026.70343,3915,1742.241124,906.8319285,348703,2040.250282,1471.831189,4987,1811.975937,1493.254261,2711,1650.030247,1026.70343
d09_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,3456,1615,970,76,1596.447368,396.2105263,6868,1957,1143,7321,1952,1130,3456,1616.62963,970.0271991,2732,1997.677892,1319.341142,376886,1858.694255,875.2153516,2827,1996.05306,1311.966749,3456,1616.62963,970.0271991
d09_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,6090,1507,1302,64,1525.265625,1151.65625,5295,1566,925,7590,1532,1166,6090,1509.629885,1302.243842,3097,1478.962867,1533.404908,387517,1453.160919,989.325498,2515,1612.741948,298.7168986,4256,1489.373825,1445.065085
d09_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,4300,2114,1109,62,1672.225806,356.2258065,10675,1396,1167,8686,1067,1139,4300,2113.500698,1109.329302,4606,1255.603561,1432.779418,355026,2040.709413,871.9154372,5736,1576.669282,367.7937587,4300,2113.500698,1109.329302
d09_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,1918,1534,622,103,1383.271845,290.631068,6599,1239,542,6599,1239,542,1918,1533.023983,622.3196038,2394,1256.732247,466.9632414,360160,1453.587111,767.5277127,3978,1394.749623,311.1895425,3159,1334.768598,324.7730294
d09_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,2234,1427,1291,65,1532.738462,278.4153846,4125,1593,681,6231,1477,1125,2234,1423.539839,1290.410922,2052,1428.57846,1276.725146,356208,1451.940072,840.1996081,2389,1515.555881,283.7626622,2758,1598.507977,456.4967368
d09_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,3589,1453,578,63,1371.634921,608.031746,7697,1466,509,7708,1466,510,3589,1435.188353,569.4042909,3875,1374.677419,441.5303226,384760,1818.876076,269.4300941,2797,1383.856632,251.5234179,4143,1440.934588,527.775525
d09_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,3270,1694,974,78,1595.051282,300.7564103,7655,1601,626,7642,1233,596,3270,1685.097248,974.3152905,3278,1684.969799,973.6766321,366125,861.4022287,864.5812578,7112,1537.936727,331.2173791,3270,1685.097248,974.3152905
d09_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,2000,1150,1186,65,1445.753846,175.1230769,2833,1398,592,2833,1398,592,2000,1152.508,1188.1885,1418,1335.758815,700.5557123,346377,875.8113732,885.6410097,2000,1152.508,1188.1885,2000,1152.508,1188.1885
d09_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,1404,1134,1406,70,1388.828571,270.8142857,2605,1148,1293,2605,1148,1293,1404,1131.687322,1405.235755,1330,1367.43985,655.3037594,308157,1447.456686,880.778814,1838,1401.07889,259.2742111,1390,1132.034532,1404.360432
d09_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,1368,1401,1178,54,1627.518519,263,4095,1630,470,4095,1630,470,1368,1401.763889,1179.391082,1447,1594.309606,275.1188666,279859,1461.513037,268.8832198,2264,1500.293728,213.6333922,1368,1401.763889,1179.391082
d09_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,2446,1374,679,58,1414.913793,590.3965517,2293,1371,690,3040,1397,629,2446,1373.312756,678.2371218,1310,1560.238168,311.3114504,302194,1452.853071,279.2918159,1534,1563.42764,249.8207301,2446,1373.312756,678.2371218
d09_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,3180,1238,717,52,1393.269231,202.25,7085,1247,652,7070,1247,652,3180,1242.55,716.6679245,3749,1123.398773,782.0098693,355314,1455.463317,770.7702089,3437,1120.095432,794.3418679,3180,1242.55,716.6679245
d09_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,7920,2126,1052,68,1658.279412,430.8823529,14622,2126,1054,16759,2124,1045,7920,2122.49899,1052.107828,6901,1441.540356,810.665121,403463,1839.862186,333.3307366,8582,1485.81636,321.1429737,8106,2116.310387,1038.193314
d09_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,2104,1473,542,56,672.2857143,991.8928571,6051,1478,522,5524,1478,522,2104,1472.667776,541.7913498,2309,660.0220875,1001.190559,344921,286.6868848,879.1986165,2492,1428.694623,255.3824238,2104,1472.667776,541.7913498
d09_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,4027,1198,1541,64,2290.21875,1058.984375,12171,1317,1153,14166,1340,1093,4027,1206.00894,1544.262478,5230,1353.358126,642.110325,352173,886.1396189,1476.932593,6788,1437.439452,308.1984384,3803,1199.980542,1561.648961
d09_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,3526,1305,919,70,1081.785714,1405.885714,2911,1343,866,3587,1307,916,3526,1301.595009,916.1554169,1304,1410.187883,739.3443252,267188,1441.737234,877.7742488,1845,1384.737669,789.6281843,3509,1301.980621,915.4559704
d09_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,1696,856,1060,62,1316.145161,615.7419355,5630,1155,914,5630,1155,914,1696,856.4946934,1060.474646,2174,1252.170653,618.0096596,175491,903.8343448,855.6987196,1903,1178.25959,585.4261692,3409,1412.477266,474.7735406
d09_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,2417,1770,1002,77,1774.571429,1038.571429,4160,1750,848,4160,1750,848,2417,1769.78403,1002.252793,1322,1715.608169,615.3502269,312481,1486.696634,876.0161866,2878,1753.339124,511.5993746,2417,1769.78403,1002.252793
d09_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,1402,1338,485,64,1218.46875,892.859375,2345,1373,432,3349,1305,580,1402,1340.425107,486.2339515,1004,1218.787849,892.1583665,311043,1452.80484,283.0305199,1304,1567.08589,415.6157975,1639,1573.516779,388.8669921
d09_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,4345,1529,973,55,1651.709091,648.1454545,7352,1531,1306,8217,1532,1254,4345,1539.310932,975.756962,3729,1547.874497,1444.860016,353514,1870.581015,874.7140368,4037,1621.327471,256.5182066,4345,1539.310932,975.756962
d09_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,2679,1139,991,63,1453.396825,288.4603175,6107,1138,900,6780,1150,855,2679,1137.169839,988.9051885,2824,1170.086756,864.6607649,365899,858.3971697,864.5682552,3536,1158.103224,904.6730769,2147,1336.128086,606.7102934
d09_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,2743,1491,1545,68,1708.323529,835.0294118,6243,1696,647,6780,1697,676,2743,1490.808239,1544.975939,2854,1691.925718,525.3083392,358950,1453.932576,1393.674818,5796,1713.829193,342.7020359,3049,1716.062316,419.6575927
d09_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,3959,1208,1173,61,1224.754098,1123.983607,11415,1184,911,11841,1184,892,3959,1209.561253,1173.971963,5667,1110.277219,907.0871713,370390,865.5852534,861.1238856,7843,1590.226954,276.2672447,5799,1791.658389,531.1508881
